x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanAllObsAttacks,upAllObsAttacks,lowAllObsAttacks,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
1731,11723134.79,16649374.639546752,6796894.940453246,11329900.86,16269178.230571069,6390623.489428929,11583421.47,16602701.909302615,6564141.030697387,11738313.5,16654385.964775048,6822241.035224953,11111138.83,15933233.44289795,6289044.217102052,10431426.58,14693232.183940582,6169620.976059418,10190076.15,14700925.896583807,5679226.403416193
1741,11509276.95,16505516.612902584,6513037.287097415,11177511.14,16121388.567577725,6233633.712422276,11298429.0,16299412.226369448,6297445.773630553,11378143.39,16358939.07136712,6397347.708632881,10569125.2,15372605.634261196,5765644.765738802,10272608.97,14804079.607753342,5741138.332246659,9470002.1,13984634.031605376,4955370.168394623
1751,11473672.96,17045321.879852515,5902024.040147488,11220711.52,16694057.324199924,5747365.715800075,11550301.23,17084785.077049427,6015817.382950572,11302628.78,16730885.512784965,5874372.047215032,10491463.13,15940094.251922347,5042832.008077654,9800652.29,14779577.201599734,4821727.378400264,9800560.21,14862048.941828884,4739071.478171119
1761,10494368.08,15692654.505147707,5296081.6548522925,10482335.17,15652676.501280084,5311993.8387199165,11756098.3,17256640.262864914,6255556.337135087,10831976.26,16046339.486786012,5617613.033213988,9640779.99,14795718.916901095,4485841.063098906,9468761.02,14300852.412346188,4636669.627653812,9409730.37,14321408.312090259,4498052.427909739
1771,10762466.86,16256712.968785025,5268220.751214975,10816082.81,16146523.405604541,5485642.214395459,11791862.69,17626347.33016141,5957378.049838587,11047766.95,16578702.731738629,5516831.16826137,10158212.45,15571314.467235535,4745110.432764463,9515953.41,14574089.380233962,4457817.439766038,8847092.66,13796228.674639165,3897956.645360834
1781,11539914.1,16792982.306522302,6286845.893477695,11676286.49,16873223.75869745,6479349.221302549,12045913.44,17401749.80731392,6690077.072686082,11760692.01,17072617.046172224,6448766.973827776,10701890.58,15870306.45932654,5533474.700673462,9955295.15,14643981.863514442,5266608.436485559,9645381.12,14481302.382212153,4809459.857787846
1791,12008674.92,17303312.492113937,6714037.347886063,12338433.57,17664363.859499224,7012503.280500775,12562455.29,18014723.23892492,7110187.341075078,12136386.36,17471588.83728803,6801183.882711967,11352531.41,16596379.208425358,6108683.611574642,11056836.25,16262595.58440468,5851076.915595319,10672342.2,15761116.221090507,5583568.178909491
1801,11083749.51,16097567.456869844,6069931.563130155,11105456.49,16123871.855494939,6087041.124505061,11691051.45,17108495.445408195,6273607.454591801,11303086.06,16353723.87602542,6252448.243974581,10454890.31,15414921.440850226,5494859.179149775,10508074.39,15469325.696872303,5546823.083127698,9344858.69,14152654.873373969,4537062.50662603
1811,11689912.09,17087286.977490462,6292537.202509536,10660806.09,15874564.08806453,5447048.091935469,11970980.33,17679331.87932967,6262628.780670329,11806483.38,17246495.80620694,6366470.953793059,10887592.23,16088365.603603516,5686818.856396485,10658740.97,15901395.215008762,5416086.72499124,9249751.24,14334972.942408893,4164529.537591107
1821,12216814.84,17430359.20491965,7003270.475080347,10669742.56,15540825.297099322,5798659.822900678,12166530.55,17481837.126891173,6851223.973108829,12133634.48,17327631.51590845,6939637.444091553,11232682.95,16197664.373406284,6267701.526593716,11331186.39,16409228.223277014,6253144.5567229865,9475838.44,14260959.054256324,4690717.825743675
1831,13043889.45,18650081.537986074,7437697.362013925,12122692.9,17520259.265157267,6725126.534842732,13272714.41,19065086.60005425,7480342.219945749,12926313.67,18539627.59759962,7312999.742400378,12342945.13,17740161.31152041,6945728.948479593,12615508.87,18236607.117430944,6994410.622569054,10604772.01,15802148.973046951,5407395.046953048
1841,12339127.05,17549559.26851511,7128694.83148489,11035087.26,15847840.495444145,6222334.0245558545,12783383.65,18219534.544743847,7347232.755256153,12344287.1,17563465.935738225,7125108.264261775,11457525.8,16364047.611656131,6551003.98834387,11922188.41,16829383.847948696,7014992.972051305,10030842.15,14726807.963114537,5334876.336885464
1851,12529271.55,17828876.028091393,7229667.07190861,11236974.25,16236120.357680965,6237828.142319035,13151193.34,18651899.28127252,7650487.39872748,12600587.69,17936271.830061376,7264903.549938621,11717301.53,16771018.070204295,6663584.989795703,11447703.34,16328268.829029728,6567137.850970272,10242029.55,15066061.660882466,5417997.439117537
1861,12997208.65,17846419.008163694,8147998.291836306,11316843.59,15786797.718671339,6846889.461328661,13444435.81,18479345.1942243,8409526.4257757,13150523.85,18038476.756858688,8262570.943141311,11963477.05,16563372.033718858,7363582.066281144,11832439.29,16139113.78015196,7525764.799848039,10300253.22,14524997.76769244,6075508.672307562
1871,12470513.01,17112502.769349158,7828523.250650841,10872939.55,15166680.629818246,6579198.470181755,13119389.53,17989713.508709442,8249065.551290556,12626388.34,17303322.64651277,7949454.03348723,11453723.18,15839684.748186538,7067761.611813461,12154459.41,16658584.391505372,7650334.4284946285,9885092.36,13931225.993582599,5838958.726417401
1881,12712241.14,17596677.436790373,7827804.843209627,11349114.45,15985659.546202272,6712569.353797727,13214360.37,18277006.370229285,8151714.369770713,12811334.39,17737665.41437153,7885003.365628469,11601236.75,16224809.240103109,6977664.259896891,12050848.42,16594872.790974278,7506824.049025722,10443677.4,14866564.17538923,6020790.624610771
1891,12957760.31,17432871.34747082,8482649.272529181,11867767.9,16210757.866624702,7524777.9333753,12861418.41,17584401.29402354,8138435.52597646,12322243.95,16700855.45591541,7943632.4440845875,11758423.91,15958981.385336816,7557866.434663184,11488895.1,15435689.614743907,7542100.585256092,10777518.64,14656080.91918143,6898956.3608185705
1901,12224789.91,16852770.377203632,7596809.442796367,11756521.51,16404923.279729139,7108119.7402708605,12669211.89,17417920.49155604,7920503.288443958,11656963.5,16138480.976118315,7175446.023881685,11364277.13,15833059.263027731,6895494.99697227,11875927.16,16259149.210973334,7492705.109026666,10952959.09,15184650.26643772,6721267.91356228
1911,11746632.2,16383039.154097792,7110225.245902208,11449014.96,15832195.456117526,7065834.463882476,12964066.72,18039081.519672345,7889051.920327656,11386132.64,15999788.511938596,6772476.768061405,10394667.86,14619333.02920752,6170002.690792479,12338220.34,16910311.488251574,7766129.191748427,10478218.49,14473416.906421639,6483020.073578361
1921,11727038.16,16360995.195144435,7093081.124855565,11056128.5,15268449.272991188,6843807.727008813,12378916.5,17187596.942230813,7570236.057769187,11619074.44,16223869.96464396,7014278.915356038,10437992.01,14585821.723523004,6290162.296476996,11357703.14,15553452.242360959,7161954.037639042,9970722.34,13560875.393024145,6380569.286975855
1931,10946009.9,15270074.645017583,6621945.154982418,11030836.5,15154174.946835399,6907498.0531646,12110375.81,16645542.661337396,7575208.958662605,11048680.25,15405498.337783413,6691862.162216587,9632102.6,13568433.539204001,5695771.660795998,10806372.1,14689899.296891646,6922844.903108353,10253400.38,13981424.781487882,6525375.978512119
1941,11453574.76,15800294.844812036,7106854.675187964,10751846.91,14801040.815620622,6702653.004379379,12608748.08,17247867.715745147,7969628.444254853,11559562.39,15975019.999583125,7144104.780416877,9661714.21,13610119.7239549,5713308.696045103,11445404.22,15305971.292219464,7584837.147780539,10531124.57,14351731.010980885,6710518.129019114
1951,11058607.42,15230366.07781411,6886848.76218589,10034633.31,13885655.43596213,6183611.184037872,12300156.15,16777092.713660292,7823219.586339709,11245666.9,15469499.1793436,7021834.620656401,9373834.56,13209838.873795923,5537830.246204079,11257502.99,15132095.586434174,7382910.393565825,10092378.23,13923762.63108309,6260993.828916911
1961,12253598.27,16867444.225518078,7639752.314481923,10647783.07,14670140.60200862,6625425.53799138,13057498.26,17814722.564648386,8300273.9553516125,12326725.62,16985102.739943765,7668348.500056233,10424791.89,14662944.203713829,6186639.5762861725,11780615.01,16129868.358748946,7431361.661251052,10327083.75,14528280.725835307,6125886.774164693
1971,12335804.37,17084876.4624466,7586732.277553398,11314016.64,15669478.21893259,6958555.061067412,13161706.65,18099628.70920502,8223784.59079498,12615131.37,17433869.936201036,7796392.8037989605,10766251.79,15231389.125597127,6301114.4544028705,12170954.96,16825426.49521576,7516483.424784245,11099903.71,15479578.59829485,6720228.821705151
1981,12974428.95,18353182.254718836,7595675.645281163,12253173.52,17330294.02059292,7176053.01940708,14035840.1,19552717.607962955,8518962.592037044,13156588.14,18595832.85821202,7717343.421787981,11575312.93,16749783.941643273,6400841.918356726,12524895.75,17821652.86642652,7228138.633573478,12258689.13,17443111.59371547,7074266.666284531
1991,12800686.7,18190541.726876087,7410831.67312391,12416622.2,17543235.84724512,7290008.552754877,14165211.84,19873623.625323016,8456800.054676984,13008689.3,18451879.955736462,7565498.6442635385,11621663.81,16861410.168080427,6381917.451919574,12229272.4,17383119.356556296,7075425.443443704,12618130.07,17983145.60070721,7253114.539292788
2000,12046003.8,17479832.838012442,6612174.761987558,11735000.09,17089768.784623012,6380231.395376986,13489308.53,19551941.762878556,7426675.297121444,12330501.76,17802379.44933855,6858624.070661449,11045060.09,16347010.751054503,5743109.428945496,11167676.89,16236312.625785211,6099041.15421479,11308952.73,16606398.767485127,6011506.692514873
